review_text,rating_stars,review_date,scrape_date,real_date,category,word_count
"It was fun. It was so fun that I went for both days. There were a lot of songs that I memorized, and it was good. But there were so many people that it felt like a chicken coop. There was no admission fee.",5,10 months ago,12/31/2025,3/6/2025,Crowd & Atmosphere,44
"It's very crowded, but they often invite artists. I have bought it and my kids love it.",5,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,17
The wine dispensing speed is at least 10 to 20 times slower than Wave AI.,1,7 months ago,12/31/2025,6/4/2025,Drinks & Alcohol,15
"In order to make money, they don't control the number of people at all 🙄 It's a rare opportunity to go back to Taiwan and enjoy the atmosphere and music with friends …",1,a year ago,12/31/2025,12/31/2024,Music & DJ,33
"In order to make money, they don't control the number of people at all 🙄 It's a rare opportunity to go back to Taiwan and enjoy the atmosphere and music with friends …",1,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,33
"In order to make money, they don't control the number of people at all 🙄 It's a rare opportunity to go back to Taiwan and enjoy the atmosphere and music with friends …",1,a year ago,12/31/2025,12/31/2024,Price & Entry,33
"In order to make money, they don't control the number of people at all 🙄 It's a rare opportunity to go back to Taiwan and enjoy the atmosphere and music with friends …",1,a year ago,12/31/2025,12/31/2024,Facilities & Safety,33
"I really like the music here, all of them are English songs, very chill!",5,3 years ago,12/31/2025,1/1/2023,Music & DJ,14
The music is quite similar to other nightclubs.,3,2 years ago,12/31/2025,1/1/2024,Music & DJ,8
"In the end, you will find that there is no wine in it, but it is delicious.",5,2 years ago,12/31/2025,1/1/2024,Drinks & Alcohol,17
"In the end, you will find that there is no wine in it, but it is delicious.",5,2 years ago,12/31/2025,1/1/2024,Facilities & Safety,17
You can check in your luggage for free on FB~,5,5 years ago,12/31/2025,1/1/2021,Price & Entry,10
You can check in your luggage for free on FB~,5,5 years ago,12/31/2025,1/1/2021,Facilities & Safety,10
The space is small and there are many people. The sofa area is very crowded.,1,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,15
The music is very hip-hop. I like it very much. The staff is very friendly.,5,a year ago,12/31/2025,12/31/2024,Music & DJ,15
The music is very hip-hop. I like it very much. The staff is very friendly.,5,a year ago,12/31/2025,12/31/2024,Service & Staff,15
"It's crowded, but you can always find a space to dance. The music is great! And the drinks are decent.",5,a year ago,12/31/2025,12/31/2024,Music & DJ,20
"It's crowded, but you can always find a space to dance. The music is great! And the drinks are decent.",5,a year ago,12/31/2025,12/31/2024,Drinks & Alcohol,20
"It's crowded, but you can always find a space to dance. The music is great! And the drinks are decent.",5,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,20
"It's crowded, but you can always find a space to dance. The music is great! And the drinks are decent.",5,a year ago,12/31/2025,12/31/2024,Facilities & Safety,20
It was fun! The music was good too! I had a great time celebrating my birthday with my sisters!,5,3 years ago,12/31/2025,1/1/2023,Music & DJ,19
It was fun! The music was good too! I had a great time celebrating my birthday with my sisters!,5,3 years ago,12/31/2025,1/1/2023,Crowd & Atmosphere,19
"The best hip hop nightclub in Taipei! The music is great, the atmosphere is good, and it's easy to meet new friends.",5,3 years ago,12/31/2025,1/1/2023,Music & DJ,21
"The best hip hop nightclub in Taipei! The music is great, the atmosphere is good, and it's easy to meet new friends.",5,3 years ago,12/31/2025,1/1/2023,Crowd & Atmosphere,21
"The music is good, and you can drink unlimited drinks before 12:30. It's a great deal for students.",5,a year ago,12/31/2025,12/31/2024,Music & DJ,18
"The music is good, and you can drink unlimited drinks before 12:30. It's a great deal for students.",5,a year ago,12/31/2025,12/31/2024,Drinks & Alcohol,18
"The music is good, and you can drink unlimited drinks before 12:30. It's a great deal for students.",5,a year ago,12/31/2025,12/31/2024,Price & Entry,18
"The security guard's attitude was very poor. We had already been stamped, but he wouldn't let us in.",1,2 years ago,12/31/2025,1/1/2024,Service & Staff,18
"The security guard's attitude was very poor. We had already been stamped, but he wouldn't let us in.",1,2 years ago,12/31/2025,1/1/2024,Facilities & Safety,18
The songs are quite new. Most of the people on the dance floor are young people.,5,a year ago,12/31/2025,12/31/2024,Music & DJ,16
The songs are quite new. Most of the people on the dance floor are young people.,5,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,16
The best hip-hop nightclub in Taipei! The music is great!,5,3 years ago,12/31/2025,1/1/2023,Music & DJ,10
The best hip-hop nightclub in Taipei! The music is great!,5,3 years ago,12/31/2025,1/1/2023,Crowd & Atmosphere,10
"There were too many people, so we were pushed all the way to the door.",5,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,15
"The music is good, but the drinks are a bit watery.",4,2 years ago,12/31/2025,1/1/2024,Music & DJ,11
"The music is good, but the drinks are a bit watery.",4,2 years ago,12/31/2025,1/1/2024,Drinks & Alcohol,11
"When entering the venue, please verify your identity carefully. Don't let a bunch of屁孩 enter the venue.",1,2 years ago,12/31/2025,1/1/2024,Price & Entry,17
"When entering the venue, please verify your identity carefully. Don't let a bunch of屁孩 enter the venue.",1,2 years ago,12/31/2025,1/1/2024,Facilities & Safety,17
"Very fun, good music",5,2 years ago,12/31/2025,1/1/2024,Music & DJ,4
"Very fun, good music",5,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,4
Too many people....,1,3 months ago,12/31/2025,10/2/2025,Crowd & Atmosphere,3
"The music is ordinary, the bar area is small, but the staff are friendly.",3,4 years ago,12/31/2025,1/1/2022,Music & DJ,13
"The music is ordinary, the bar area is small, but the staff are friendly.",3,4 years ago,12/31/2025,1/1/2022,Drinks & Alcohol,13
"The music is ordinary, the bar area is small, but the staff are friendly.",3,4 years ago,12/31/2025,1/1/2022,Service & Staff,13
"The music is ordinary, the bar area is small, but the staff are friendly.",3,4 years ago,12/31/2025,1/1/2022,Facilities & Safety,13
It's very crowded and lively.,5,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,5
The security guard at the door is very handsome!,5,2 years ago,12/31/2025,1/1/2024,Service & Staff,9
The security guard at the door is very handsome!,5,2 years ago,12/31/2025,1/1/2024,Facilities & Safety,9
"The music is great, the vibe is awesome, push push",5,a year ago,12/31/2025,12/31/2024,Music & DJ,10
"The music is great, the vibe is awesome, push push",5,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,10
"The music is nice, fun and cheap",5,a year ago,12/31/2025,12/31/2024,Music & DJ,7
"The music is nice, fun and cheap",5,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,7
"The music is nice, fun and cheap",5,a year ago,12/31/2025,12/31/2024,Price & Entry,7
"The wine is delicious, push!",5,2 years ago,12/31/2025,1/1/2024,Drinks & Alcohol,5
"The music is nice, the wine is delicious, and the service staff are handsome and beautiful.",5,4 years ago,12/31/2025,1/1/2022,Music & DJ,16
"The music is nice, the wine is delicious, and the service staff are handsome and beautiful.",5,4 years ago,12/31/2025,1/1/2022,Drinks & Alcohol,16
"The music is nice, the wine is delicious, and the service staff are handsome and beautiful.",5,4 years ago,12/31/2025,1/1/2022,Service & Staff,16
"Good drink, good vibe, chill",5,2 years ago,12/31/2025,1/1/2024,Drinks & Alcohol,5
"Good drink, good vibe, chill",5,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,5
The security guards are handsome and very strict in checking IDs.,5,2 years ago,12/31/2025,1/1/2024,Service & Staff,11
The security guards are handsome and very strict in checking IDs.,5,2 years ago,12/31/2025,1/1/2024,Facilities & Safety,11
The music is great! Recommend!,5,a year ago,12/31/2025,12/31/2024,Music & DJ,5
Music pushes 100 points,5,a year ago,12/31/2025,12/31/2024,Music & DJ,4
The music is great!,5,a year ago,12/31/2025,12/31/2024,Music & DJ,4
The music is great!,5,2 years ago,12/31/2025,1/1/2024,Music & DJ,4
Fun and the wine is delicious,5,a year ago,12/31/2025,12/31/2024,Drinks & Alcohol,6
Fun and the wine is delicious,5,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,6
It's fun and the music is great!,5,2 years ago,12/31/2025,1/1/2024,Music & DJ,7
It's fun and the music is great!,5,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,7
The music is great,5,a year ago,12/31/2025,12/31/2024,Music & DJ,4
Hip-hop music,4,2 years ago,12/31/2025,1/1/2024,Music & DJ,2
The atmosphere was great.,5,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,4
Fun,5,3 years ago,12/31/2025,1/1/2023,Crowd & Atmosphere,1
Fun!,5,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,1
Fun!,5,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,1
"Good music, good wine!",5,3 years ago,12/31/2025,1/1/2023,Music & DJ,4
"Good music, good wine!",5,3 years ago,12/31/2025,1/1/2023,Drinks & Alcohol,4
